Taxpayer_ID,Year,Tax_due,Sector,Revenues,Other_revenues,Expenses,Donations_NGO,Donations_Others,Donations_Govt,Other_additions,Op_WDV_Bld,Op_WDV_Intang,Op_WDV_Mach,Op_WDV_Others,Op_WDV_Comp,Add_Bld,Add_Intang,Add_Mach,Add_Others,Add_Comp,Excl_Bld,Excl_Intang,Excl_Mach,Excl_Others,Excl_Comp,Other_deductions,Carried_forward_losses,Exemptions,Investment_incentive,Exchange_rate,Loss_lag1,Loss_lag2,Loss_lag3,Loss_lag4,Loss_lag5,Loss_lag6,Loss_lag7,Loss_lag8,Net_accounting_profit,Total_additions_to_GP,Total_taxable_profit,Tax_depr,Total_deductions,Net_taxable_profit,Donations_allowed,CF_losses,Tax_base,Net_tax_base,Net_tax_base_behavior,Net_tax_base_Egyp_Pounds,citax,newloss1,newloss2,newloss3,newloss4,newloss5,newloss6,newloss7,newloss8,Used_loss_total,Tax_depr_Bld,Tax_depr_Intang,Tax_depr_Mach,Tax_depr_Others,Tax_depr_Comp,Cl_WDV_Bld,Cl_WDV_Intang,Cl_WDV_Mach,Cl_WDV_Others,Cl_WDV_Comp,Profit_flag
2000004163,2020,0,0,3472920,6744,7739418,0,0,0,4660498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6744,0,0,0,1,0,0,0,0,0,0,0,0,-4259753,4660498,400745,0,6744,394001,0,0,394001,394001,394001,394001,88650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000002053,2020,0,0,374016,0,148966,0,0,0,154581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,225051,154581,379632,0,0,379632,0,0,379632,379632,379632,379632,85417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000000520,2020,0,0,-246933,652,186061,0,0,0,1646044,0,0,0,1993883,25681,0,0,0,134750,9660,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-432342,1646044,1213702,690309,690309,523394,0,0,523394,523394,523394,523394,117764,0,0,0,0,0,0,0,0,0,0,0,0,664628,25681,0,0,0,1993883,25681,1
2000004212,2020,0,0,2421469,27982,4389972,0,0,0,2082540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1743,0,0,0,1,0,0,0,0,0,0,0,0,-1940521,2082540,142019,0,1743,140276,0,0,140276,140276,140276,140276,31562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000002816,2020,0,0,14986392,0,28698497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42850574,0,0,1,13712105,13059148,5931690,3547976,11610192,0,0,0,-13712105,0,-13712105,0,0,-13712105,0,42850574,-13712105,-13712105,-13712105,-13712105,0,13712105,13059148,5931690,3547976,11610192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000005829,2020,0,0,-9263486,4562711,16309385,2340082,0,0,9728556,209738600,0,0,9447968,80397,11417788,0,0,1704844,13250,0,0,0,0,0,0,0,0,0,1,23210116,23313026,0,0,0,0,0,0,-21010161,12068638,-8941523,14268593,14268593,-23210116,0,0,-23210116,-23210116,-23210116,-23210116,0,23210116,23313026,0,0,0,0,0,0,0,11038874,0,0,3149323,80397,209738600,0,0,9447968,80397,0
2000003174,2020,0,0,1829170,43941,3392340,0,0,0,610344,11749091,0,0,752435,0,483932,0,0,0,0,0,0,0,0,0,0,8088064,0,0,1,1778069,1825469,249336,1912167,1498377,0,0,0,-1519228,610344,-908884,869185,869185,-1778069,0,8088064,-1778069,-1778069,-1778069,-1778069,0,1778069,1825469,249336,1912167,1498377,0,0,0,0,618373,0,0,250812,0,11749091,0,0,752435,0,0
2000001478,2020,0,0,618366,299400,2842363,0,0,0,5130977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13070372,0,0,0,1,9863991,9394277,0,0,0,0,0,0,-1924596,5130977,3206381,0,13070372,-9863991,0,0,-9863991,-9863991,-9863991,-9863991,0,9863991,9394277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000001247,2020,0,0,2106939,33910,12989212,0,0,0,2299258,11579137,0,0,1951462,73178,0,0,0,40082,10592,0,0,0,0,0,0,20338050,0,0,1,9882198,9773227,2574579,6064062,4204940,0,0,0,-10848363,2299258,-8549104,1333094,1333094,-9882198,0,20338050,-9882198,-9882198,-9882198,-9882198,0,9882198,9773227,2574579,6064062,4204940,0,0,0,0,609428,0,0,650487,73178,11579137,0,0,1951462,73178,0
2000002756,2020,0,0,24076561,1262610,32772616,0,0,0,14231765,219279375,0,0,20270825,149140,5212150,0,0,8405300,0,0,0,0,5070,0,0,0,0,0,1,11648781,11906986,0,0,0,0,0,0,-7433445,14231765,6798321,18447101,18447101,-11648781,0,0,-11648781,-11648781,-11648781,-11648781,0,11648781,11906986,0,0,0,0,0,0,0,11541020,0,0,6756942,149140,219279375,0,0,20270825,149140,0
2000003143,2020,0,0,-34742168,0,0,0,0,0,13514737,187945462,0,0,1996077,5571,0,0,0,0,0,0,0,0,0,0,9005863,237668764,0,0,1,40796090,40104391,102971947,20222242,36201113,0,0,0,-34742168,13514737,-21227431,10562796,19568659,-40796090,0,237668764,-40796090,-40796090,-40796090,-40796090,0,40796090,40104391,102971947,20222242,36201113,0,0,0,0,9891866,0,0,665359,5571,187945462,0,0,1996077,5571,0
2000002217,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000002787,2020,0,0,-27441402,623712,39519588,0,0,0,31166387,261685957,0,0,40830035,3536,491510,0,0,10088891,0,0,0,0,0,0,0,0,0,0,1,62557385,62758846,0,0,0,0,0,0,-66337279,31166387,-35170892,27386492,27386492,-62557385,0,0,-62557385,-62557385,-62557385,-62557385,0,62557385,62758846,0,0,0,0,0,0,0,13772945,0,0,13610012,3536,261685957,0,0,40830035,3536,0
2000002913,2020,0,0,-10645527,729,4732455,0,0,0,3373313,63002870,0,0,383889,0,0,0,0,0,0,0,0,0,0,0,3213863,28691601,0,0,1,18661707,18154227,5220822,8331687,6384294,0,0,0,-15377253,3373313,-12003940,3443903,6657767,-18661707,0,28691601,-18661707,-18661707,-18661707,-18661707,0,18661707,18154227,5220822,8331687,6384294,0,0,0,0,3315941,0,0,127963,0,63002870,0,0,383889,0,0
2000002090,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000000105,2020,0,0,7067062,2165525,15260903,0,0,0,2280977,31012959,0,0,2223423,19916,401389,0,0,523170,20874,0,0,0,0,0,118198,0,0,0,1,6258855,6211264,0,0,0,0,0,0,-6028316,2280977,-3747339,2393318,2511516,-6258855,0,0,-6258855,-6258855,-6258855,-6258855,0,6258855,6211264,0,0,0,0,0,0,0,1632261,0,0,741141,19916,31012959,0,0,2223423,19916,0
2000002808,2020,0,0,-11790076,519702,5349406,0,0,0,4000272,83320934,0,0,422293,0,0,0,0,0,0,0,0,0,0,0,1123781,53527273,0,0,1,18269366,17892651,11761891,14682134,11643367,0,0,0,-16619780,4000272,-12619508,4526077,5649858,-18269366,0,53527273,-18269366,-18269366,-18269366,-18269366,0,18269366,17892651,11761891,14682134,11643367,0,0,0,0,4385312,0,0,140764,0,83320934,0,0,422293,0,0
2000002075,2020,0,0,11207653,0,28218864,0,0,0,6425319,31101345,0,0,15796728,0,0,0,0,2518856,0,0,0,0,0,0,0,46525433,0,0,1,17488382,17986019,23432192,0,13382503,0,0,0,-17011212,6425319,-10585893,6902489,6902489,-17488382,0,46525433,-17488382,-17488382,-17488382,-17488382,0,17488382,17986019,23432192,0,13382503,0,0,0,0,1636913,0,0,5265576,0,31101345,0,0,15796728,0,0
2000003457,2020,0,0,0,0,122471,0,0,0,285301,0,0,0,1152926,1496,0,0,0,0,0,0,0,0,0,0,0,33895536,0,0,1,222974,360326,222725,0,13470561,0,0,0,-122471,285301,162830,385804,385804,-222974,0,33895536,-222974,-222974,-222974,-222974,0,222974,360326,222725,0,13470561,0,0,0,0,0,0,0,384309,1496,0,0,0,1152926,1496,0
2000002026,2020,0,0,428479,0,2446985,0,0,0,428063,25706800,0,0,101969,0,0,0,0,0,0,0,0,0,0,0,0,12176850,0,0,1,2977423,2984227,3849633,2143618,2568087,0,0,0,-2018506,428063,-1590443,1386979,1386979,-2977423,0,12176850,-2977423,-2977423,-2977423,-2977423,0,2977423,2984227,3849633,2143618,2568087,0,0,0,0,1352989,0,0,33990,0,25706800,0,0,101969,0,0
2000000996,2020,0,0,45202532,3132908,50382421,0,0,0,536419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86614,0,0,0,1,1597177,1521121,0,0,0,0,0,0,-2046981,536419,-1510563,0,86614,-1597177,0,0,-1597177,-1597177,-1597177,-1597177,0,1597177,1521121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000001433,2020,0,0,779271,0,1916105,0,0,0,308935,12806956,0,0,298742,0,0,0,0,0,0,0,0,0,0,0,0,21275667,0,0,1,1601530,1630776,20262540,0,0,0,0,0,-1136834,308935,-827899,773631,773631,-1601530,0,21275667,-1601530,-1601530,-1601530,-1601530,0,1601530,1630776,20262540,0,0,0,0,0,0,674050,0,0,99580,0,12806956,0,0,298742,0,0
2000005707,2020,0,0,-11930184,0,3930147,0,0,0,8045,70824,0,0,52755,0,0,0,0,0,0,0,0,0,0,0,0,263304404,0,0,1,15873598,15124786,23957059,22760227,31241127,0,0,0,-15860331,8045,-15852286,21313,21313,-15873598,0,263304404,-15873598,-15873598,-15873598,-15873598,0,15873598,15124786,23957059,22760227,31241127,0,0,0,0,3728,0,0,17585,0,70824,0,0,52755,0,0
2000003096,2020,0,0,-1342861,50650,341413,0,0,0,579074,12298535,0,0,819688,0,609633,0,0,159684,0,0,0,0,0,0,0,10113508,0,0,1,1975070,1964684,2532900,2484972,2009157,0,0,0,-1633624,579074,-1054550,920521,920521,-1975070,0,10113508,-1975070,-1975070,-1975070,-1975070,0,1975070,1964684,2532900,2484972,2009157,0,0,0,0,647291,0,0,273229,0,12298535,0,0,819688,0,0
2000001203,2020,0,0,23952824,0,47633179,0,0,0,2329794,43014556,0,0,2953534,13420,712416,0,0,1641310,0,0,0,0,0,0,0,48955296,0,0,1,24612417,23471870,9335744,8676726,10208504,0,0,0,-23680355,2329794,-21350561,3261856,3261856,-24612417,0,48955296,-24612417,-24612417,-24612417,-24612417,0,24612417,23471870,9335744,8676726,10208504,0,0,0,0,2263924,0,0,984511,13420,43014556,0,0,2953534,13420,0
2000003028,2020,0,0,-1291430,0,3861975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31527686,0,0,1,5153404,4908004,5138796,4040824,2195412,0,0,0,-5153404,0,-5153404,0,0,-5153404,0,31527686,-5153404,-5153404,-5153404,-5153404,0,5153404,4908004,5138796,4040824,2195412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000002107,2020,0,0,-182244,0,2226261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23723170,0,0,1,2408506,2293815,3528950,3739915,3377778,0,0,0,-2408506,0,-2408506,0,0,-2408506,0,23723170,-2408506,-2408506,-2408506,-2408506,0,2408506,2293815,3528950,3739915,3377778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000003378,2020,0,0,-1235032,0,3854458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22390370,0,0,1,5089490,4847133,6525198,3123780,184329,0,0,0,-5089490,0,-5089490,0,0,-5089490,0,22390370,-5089490,-5089490,-5089490,-5089490,0,5089490,4847133,6525198,3123780,184329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000003377,2020,0,0,-1811883,0,5308336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34146921,0,0,1,7120219,6781161,14877968,4409837,2131676,0,0,0,-7120219,0,-7120219,0,0,-7120219,0,34146921,-7120219,-7120219,-7120219,-7120219,0,7120219,6781161,14877968,4409837,2131676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000001086,2020,0,0,21223882,13463744,69428206,0,0,0,53548445,0,0,0,23514293,79069,0,0,0,17813904,64268,0,0,0,0,0,15968963,0,0,0,1,5078265,1902982,0,0,0,0,0,0,-34740580,53548445,18807865,7917166,23886129,-5078265,0,0,-5078265,-5078265,-5078265,-5078265,0,5078265,1902982,0,0,0,0,0,0,0,0,0,0,7838098,79069,0,0,0,23514293,79069,0
2000002123,2020,0,0,8887695,305675,13103241,0,0,0,4977805,19930059,0,0,3609263,6947,81742,0,0,1789593,5220,0,0,0,0,0,0,0,0,0,1,1191051,1099036,0,0,0,0,0,0,-3909871,4977805,1067934,2258985,2258985,-1191051,0,0,-1191051,-1191051,-1191051,-1191051,0,1191051,1099036,0,0,0,0,0,0,0,1048950,0,0,1203088,6947,19930059,0,0,3609263,6947,0
2000002895,2020,0,0,-1808743,0,1187091,0,0,0,963421,38737273,0,0,66639,0,0,0,0,0,0,0,0,0,0,0,0,33163355,0,0,1,4093429,4111358,2964415,5833166,8242239,0,0,0,-2995834,963421,-2032413,2061017,2061017,-4093429,0,33163355,-4093429,-4093429,-4093429,-4093429,0,4093429,4111358,2964415,5833166,8242239,0,0,0,0,2038804,0,0,22213,0,38737273,0,0,66639,0,0
2000001208,2020,0,0,354907,3781,2090933,0,0,0,1238741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875,2711796,0,0,1,494379,470837,0,0,0,0,0,0,-1732245,1238741,-493504,0,875,-494379,0,2711796,-494379,-494379,-494379,-494379,0,494379,470837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000001173,2020,0,0,134967,669210,3258056,0,0,0,1991051,0,1164053,0,0,0,0,0,0,0,0,0,0,0,0,0,569249,1053756,0,0,1,1161416,1126640,0,0,0,0,0,0,-2453878,1991051,-462827,129339,698588,-1161416,0,1053756,-1161416,-1161416,-1161416,-1161416,0,1161416,1126640,0,0,0,0,0,0,0,0,129339,0,0,0,0,1164053,0,0,0,0
2000004224,2020,0,0,1838376,63000,153017314,0,0,0,45334741,2074420,0,0,6692,0,0,0,0,0,0,0,0,0,0,0,0,314100701,0,0,1,105892607,100861897,180897003,55777281,46670281,0,0,0,-151115938,45334741,-105781197,111410,111410,-105892607,0,314100701,-105892607,-105892607,-105892607,-105892607,0,105892607,100861897,180897003,55777281,46670281,0,0,0,0,109180,0,0,2230,0,2074420,0,0,6692,0,0
2000004771,2020,0,0,2366439,0,7945580,0,0,0,3169906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6446557,16985485,0,0,1,8855792,8434088,0,15303909,872743,0,0,0,-5579141,3169906,-2409236,0,6446557,-8855792,0,16985485,-8855792,-8855792,-8855792,-8855792,0,8855792,8434088,0,15303909,872743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000003070,2020,0,0,-36202107,2072,13417659,0,0,0,9491839,153036218,6075000,0,11744577,1591288,5057165,0,0,7141595,2068512,0,0,0,0,0,840200,178291292,0,0,1,55201739,51930929,0,34146258,40806944,0,0,0,-49617694,9491839,-40125855,14235685,15075884,-55201739,0,178291292,-55201739,-55201739,-55201739,-55201739,0,55201739,51930929,0,34146258,40806944,0,0,0,0,8054538,675000,0,3914859,1591288,153036218,6075000,0,11744577,1591288,0
2000005830,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000000242,2020,0,0,28432952,0,27824874,0,0,0,876846,19502035,0,0,1446543,0,8820,0,0,405520,0,0,0,0,0,0,0,0,0,0,1,23680,173502,0,0,0,0,0,0,608078,876846,1484924,1508604,1508604,-23680,0,0,-23680,-23680,-23680,-23680,0,23680,173502,0,0,0,0,0,0,0,1026423,0,0,482181,0,19502035,0,0,1446543,0,0
2000000435,2020,0,0,-147111,843960,5917707,0,0,0,5477367,95781061,0,0,4729650,39095,3657446,0,0,654134,23690,0,0,0,203945,0,1009606,0,0,0,1,7409851,7837672,0,0,0,0,0,0,-5220858,5477367,256509,6656754,7666360,-7409851,0,0,-7409851,-7409851,-7409851,-7409851,0,7409851,7837672,0,0,0,0,0,0,0,5041108,0,0,1576550,39095,95781061,0,0,4729650,39095,0
2000002706,2020,0,1,34444288813,147869861,26823722502,8714746,181579,107673118,9943772855,516148615,42995935,0,163957465,11127157,80503808,8542994,0,67023047,8049786,5458213,0,0,568488,0,10012652136,0,27678915,0,1,0,0,0,0,0,0,0,0,7768436172,10060342298,17828778470,97722688,10218047942,7610730528,8714746,0,7602015782,7574336867,7574336867,7574336867,1704225795,0,0,0,0,0,0,0,0,0,27165717,4777326,0,54652488,11127157,516148615,42995935,0,163957465,11127157,1
2000002673,2020,0,1,3202788976,1508458807,1674217019,0,0,0,1326557774,1074909574,592978071,0,743661949,413420153,75413823,0,0,283205896,412862546,17157426,0,0,1148191,0,3008579237,0,13230846,0,1,0,0,0,0,0,0,0,0,3037030764,1326557774,4363588537,783768110,3792347347,571241191,0,0,571241191,558010344,558010344,558010344,125552327,0,0,0,0,0,0,0,0,0,56574188,65886452,0,247887316,413420153,1074909574,592978071,0,743661949,413420153,1
2000002719,2020,0,1,11657085300,116634000,7986661200,8282400,0,0,4871489290,466430546,0,0,84516978,32345824,0,0,0,28069017,28730438,1975572,0,0,1941906,0,5689076791,0,150008133,0,1,0,0,0,0,0,0,0,0,3787058100,4879771690,8666829790,85067126,5774143917,2892685874,8282400,0,2884403474,2734395340,2734395340,2734395340,615238952,0,0,0,0,0,0,0,0,0,24548976,0,0,28172326,32345824,466430546,0,0,84516978,32345824,1
2000002746,2020,0,1,23522936467,195048882,20404904954,66083955,997500,169122082,8719854091,430226866,0,0,247513907,218495349,0,0,0,166872422,278036728,0,0,0,8185800,0,8401643952,0,224093078,0,1,0,0,0,0,0,0,0,0,3313080395,8956057629,12269138024,323643504,8894409539,3374728485,66083955,0,3308644530,3084551452,3084551452,3084551452,694024077,0,0,0,0,0,0,0,0,0,22643519,0,0,82504636,218495349,430226866,0,0,247513907,218495349,1
2000001176,2020,0,1,6507208184,53987864,5127432555,17682525,1206450,0,2152211929,395218320,0,0,181709430,136754687,40953325,0,0,68144396,139149075,0,0,0,36750,0,1902027834,0,36417710,0,1,0,0,0,0,0,0,0,0,1433763493,2171100904,3604864397,218125462,2120153296,1484711102,17682525,0,1467028577,1430610867,1430610867,1430610867,321887445,0,0,0,0,0,0,0,0,0,20800964,0,0,60569810,136754687,395218320,0,0,181709430,136754687,1
2000001171,2020,0,1,3916326014,352766900,2378325887,35362306,122974,0,2552500419,441196388,0,0,146368308,20713475,59164350,0,0,49295400,16924950,0,0,0,0,0,2992260399,0,42501924,0,1,0,0,0,0,0,0,0,0,1890767027,2587985699,4478752726,92723773,3084984173,1393768553,35362306,0,1358406247,1315904323,1315904323,1315904323,296078473,0,0,0,0,0,0,0,0,0,23220862,0,0,48789436,20713475,441196388,0,0,146368308,20713475,1
2000002681,2020,0,1,8159355750,215771850,7166208000,0,0,0,2725586860,68906975,784837892,0,128781011,31877241,0,11702534,0,34307700,16939675,0,0,0,248281,18419,2613039232,0,16112611,0,1,0,0,0,0,0,0,0,0,1208919600,2725586860,3934506460,165635137,2778674369,1155832092,0,0,1155832092,1139719481,1139719481,1139719481,256436883,0,0,0,0,0,0,0,0,0,3626683,87204210,0,42927004,31877241,68906975,784837892,0,128781011,31877241,1
2000001083,2020,0,1,4770695889,37657223,4108934666,14290868,411075,0,1409401396,2787375,0,0,2208206,254218,636220,0,0,1197259,255025,24918,0,0,6140,96,1102081336,0,83761398,0,1,0,0,0,0,0,0,0,0,699418446,1424103339,2123521785,1136991,1103218326,1020303459,14290868,0,1006012591,922251193,922251193,922251193,207506518,0,0,0,0,0,0,0,0,0,146704,0,0,736069,254218,2787375,0,0,2208206,254218,1
2000002677,2020,0,1,12505325908,111694540,10007652242,25638804,8117171,0,3844743952,107700882,26138835,0,17750700,8532775,22575000,11744250,0,6780900,9703050,0,0,0,127050,0,4370036515,0,14720456,0,1,0,0,0,0,0,0,0,0,2609368206,3878499928,6487868134,23022458,4393058972,2094809161,25638804,0,2069170357,2054449901,2054449901,2054449901,462251228,0,0,0,0,0,0,0,0,0,5668468,2904315,0,5916900,8532775,107700882,26138835,0,17750700,8532775,1
2000002663,2020,0,1,251875805,19126080,202772742,65707,1409,0,116226565,41002532,0,0,1589180,833973,0,0,0,576151,646377,0,0,0,96936,0,145880091,0,35026,0,16,0,0,0,0,0,0,0,0,68229143,116293681,184522824,3521728,149401819,35121006,65707,0,35055299,35020273,35020273,548767674,123472727,0,0,0,0,0,0,0,0,0,2158028,0,0,529727,833973,41002532,0,0,1589180,833973,1
2000003724,2020,0,1,9981766200,306227250,8126824650,0,0,0,5425659750,430381607,194985980,0,61794061,30550055,76285310,31542081,0,24005210,36985102,5956330,0,0,2038898,4304,6114983910,0,334744200,0,1,0,0,0,0,0,0,0,0,2161168800,5425659750,7586828550,95464847,6210448757,1376379793,0,0,1376379793,1041635593,1041635593,1041635593,234368008,0,0,0,0,0,0,0,0,0,22651664,21665109,0,20598020,30550055,430381607,194985980,0,61794061,30550055,1
2000002741,2020,0,1,4676779233,0,3835011072,17325000,0,0,1259651998,669664517,0,0,99261447,42829297,14360882,0,0,38611037,48059171,600790,0,0,640087,44776,1289384628,0,7651192,0,1,0,0,0,0,0,0,0,0,841768161,1276976998,2118745160,111161947,1400546575,718198584,17325000,0,700873584,693222392,693222392,693222392,155975038,0,0,0,0,0,0,0,0,0,35245501,0,0,33087149,42829297,669664517,0,0,99261447,42829297,1
2000002712,2020,0,1,4528247850,0,4172241150,12264000,0,0,1431160745,561838112,0,0,129563676,48427661,1969670,0,0,59967339,33968557,0,0,0,1905808,0,1189385610,0,0,0,1,0,0,0,0,0,0,0,0,356006700,1443424745,1799431445,121185980,1310571590,488859855,12264000,0,476595855,476595855,476595855,476595855,107234067,0,0,0,0,0,0,0,0,0,29570427,0,0,43187892,48427661,561838112,0,0,129563676,48427661,1
2000002668,2020,0,1,9350702815,6921419,7926537507,0,0,21000000,2940030760,0,0,0,9042316,1188599,0,0,0,2160977,1128695,0,0,0,0,0,2687897164,0,3226310,0,1,0,0,0,0,0,0,0,0,1431086727,2961030760,4392117487,4202704,2713099868,1679017618,0,0,1679017618,1675791309,1675791309,1675791309,377053044,0,0,0,0,0,0,0,0,0,0,0,0,3014105,1188599,0,0,0,9042316,1188599,1
