Taxpayer_ID,Year,Tax_due,Sector,Revenues,Other_revenues,Expenses,Donations_NGO,Donations_Others,Donations_Govt,Other_additions,Op_WDV_Bld,Op_WDV_Intang,Op_WDV_Mach,Op_WDV_Others,Op_WDV_Comp,Add_Bld,Add_Intang,Add_Mach,Add_Others,Add_Comp,Excl_Bld,Excl_Intang,Excl_Mach,Excl_Others,Excl_Comp,Other_deductions,Carried_forward_losses,Exemptions,Investment_incentive,Exchange_rate,Loss_lag1,Loss_lag2,Loss_lag3,Loss_lag4,Loss_lag5,Loss_lag6,Loss_lag7,Loss_lag8,Net_accounting_profit,Total_additions_to_GP,Total_taxable_profit,Tax_depr,Total_deductions,Net_taxable_profit,Donations_allowed,CF_losses,Tax_base,Net_tax_base,Net_tax_base_behavior,Net_tax_base_Egyp_Pounds,citax,newloss1,newloss2,newloss3,newloss4,newloss5,newloss6,newloss7,newloss8,Used_loss_total,Tax_depr_Bld,Tax_depr_Intang,Tax_depr_Mach,Tax_depr_Others,Tax_depr_Comp,Cl_WDV_Bld,Cl_WDV_Intang,Cl_WDV_Mach,Cl_WDV_Others,Cl_WDV_Comp,Profit_flag
2000000778,2020,0,0,52478734,35660054,71053478,0,0,0,22405025,561482024,0,0,17524753,0,9987665,0,0,3302301,0,0,0,0,10000,0,10000,0,0,0,1,0,0,0,0,0,0,0,0,17085310,22405025,39490335,33777748,33787748,5702587,0,0,5702587,5702587,5702587,5702587,1283082,0,0,0,0,0,0,0,0,0,28573484,0,0,5204264,0,542896205,0,0,15612790,0,1
2000001451,2020,0,0,5779510,4305,4011543,0,0,0,4010249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1772272,4010249,5782521,0,0,5782521,0,0,5782521,5782521,5782521,5782521,1301067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000000412,2020,0,0,4848127,2249370,16334381,0,0,0,16853869,1914580,0,0,46590,116796,0,0,0,830000,2850,0,0,0,0,0,1491789,0,0,0,1,0,0,0,0,0,0,0,0,-9236884,16853869,7616985,374700,1866488,5750496,0,0,5750496,5750496,5750496,5750496,1293862,0,0,0,0,0,0,0,0,0,95729,0,0,219148,59823,1818851,0,0,657442,59823,1
2000004589,2020,0,0,11250408,9631882,6917464,0,0,0,5578360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13911528,0,0,0,1,0,0,0,0,0,0,0,0,13964826,5578360,19543186,0,13911528,5631658,0,0,5631658,5631658,5631658,5631658,1267123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000000498,2020,0,0,3504424,0,2342278,0,0,0,2277148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1162146,2277148,3439294,0,0,3439294,0,0,3439294,3439294,3439294,3439294,773841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000002624,2020,0,0,8014818,870012,16102754,0,0,0,10998848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650928,0,0,0,1,0,0,0,0,0,0,0,0,-7217924,10998848,3780924,0,650928,3129996,0,0,3129996,3129996,3129996,3129996,704249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000001701,2020,0,0,7165986,2127596,5453276,0,0,0,972986,0,0,0,0,0,0,0,0,276316,54114,0,0,0,0,0,3383334,0,0,0,1,0,0,0,0,0,0,0,0,3840306,972986,4813292,96136,3479470,1333822,0,0,1333822,1333822,1333822,1333822,300110,0,0,0,0,0,0,0,0,0,0,0,0,69079,27057,0,0,0,207237,27057,1
2000001571,2020,0,0,1426524,7247,1431687,0,0,0,1129612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2084,1129612,1131696,0,0,1131696,0,0,1131696,1131696,1131696,1131696,254632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2000002255,2020,0,0,1154775,1570,1481809,0,0,0,972493,0,901051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-325464,972493,647029,90105,90105,556924,0,0,556924,556924,556924,556924,125308,0,0,0,0,0,0,0,0,0,0,90105,0,0,0,0,810946,0,0,0,1
2000001757,2020,0,0,556350,0,614198,0,0,0,499733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-57848,499733,441885,0,0,441885,0,0,441885,441885,441885,441885,99424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
